SID,Turn,Speaker,childTurn,adultTurn,posemo,negemo,posemo_bin,negemo_bin,Sixltr,i,article,present,discrep,lingdist,WC,WC_log,ChildAge,ChildSex,ParentSex,ChildRace,ChildEthnicity,ParentRace,ParentEthnicity,FamilyIncome,inadubles
6101,39,child,20,NA,100,0,1,0,0,0,0,0,0,0.185920939,1,0.693147181,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,40,adult,NA,20,0,0,0,0,5.26,5.26,0,15.79,5.26,-0.227852322,19,2.995732274,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,41,child,21,NA,0,0,0,0,0,20,20,30,0,-0.077623972,10,2.397895273,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,42,adult,NA,21,0,0,0,0,0,7.69,0,38.46,0,-0.434324949,13,2.63905733,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,43,child,22,NA,9.09,0,1,0,3.03,6.06,9.09,33.33,3.03,-0.153614243,33,3.526360525,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,44,adult,NA,22,11.11,0,1,0,0,11.11,0,11.11,0,-0.199218681,9,2.302585093,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,45,child,23,NA,14.29,0,1,0,0,14.29,0,14.29,0,-0.309456664,7,2.079441542,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,46,adult,NA,23,0,0,0,0,0,0,0,0,0,0.185920939,7,2.079441542,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,47,child,24,NA,16.67,0,1,0,0,0,0,0,0,0.185920939,6,1.945910149,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,48,adult,NA,24,0,0,0,0,0,0,0,33.33,0,-0.197167277,3,1.386294361,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,49,child,25,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,50,adult,NA,25,0,0,0,0,0,0,0,42.86,0,-0.306703151,7,2.079441542,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,51,child,26,NA,0,0,0,0,20,0,20,20,0,0.868960238,5,1.791759469,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,52,adult,NA,26,0,0,0,0,6.25,0,18.75,18.75,0,0.596144332,16,2.833213344,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,53,child,27,NA,0,0,0,0,0,20,20,40,0,-0.19256193,5,1.791759469,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,54,adult,NA,27,20,0,1,0,20,0,20,20,0,0.868960238,5,1.791759469,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",1
6101,55,child,28,NA,0,0,0,0,0,16.67,16.67,33.33,0,-0.129429595,6,1.945910149,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,56,adult,NA,28,25,0,1,0,0,0,0,25,0,-0.101423957,4,1.609437912,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,57,child,29,NA,2.5,0,1,0,5,5,15,25,0,0.283300512,40,3.713572067,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6101,58,adult,NA,29,11.11,11.11,1,1,22.22,0,0,22.22,0,0.339600684,9,2.302585093,6,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$81,000-$99,999",0
6102,1,adult,NA,1,0,0,0,0,0,0,0,33.33,0,-0.197167277,6,1.945910149,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,2,child,1,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",1
6102,3,adult,NA,2,7.14,0,1,0,0,0,7.14,14.29,0,0.216137386,14,2.708050201,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,4,child,2,NA,0,0,0,0,0,0,0,50,0,-0.388768854,4,1.609437912,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",1
6102,5,adult,NA,3,0,0,0,0,0,0,0,28.57,0,-0.142456809,7,2.079441542,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,6,child,3,NA,0,0,0,0,0,0,25,37.5,0,0.435795715,8,2.197224577,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,7,adult,NA,4,0,0,0,0,0,33.33,0,33.33,0,-0.969497922,3,1.386294361,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,8,child,4,NA,0,0,0,0,0,33.33,0,66.67,0,-1.352701075,3,1.386294361,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,9,adult,NA,5,12.5,0,1,0,0,0,0,0,0,0.185920939,8,2.197224577,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,10,child,5,NA,0,0,0,0,0,0,0,0,0,0.185920939,3,1.386294361,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,11,adult,NA,6,0,0,0,0,0,50,0,0,0,-0.972690889,2,1.098612289,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,12,child,6,NA,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,13,adult,NA,7,4.17,0,1,0,0,12.5,4.17,25,0,-0.277504109,24,3.218875825,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,14,child,7,NA,0,0,0,0,0,0,0,25,0,-0.101423957,4,1.609437912,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",1
6102,15,adult,NA,8,0,0,0,0,5.88,5.88,0,41.18,5.88,-0.547059544,17,2.890371758,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,16,child,8,NA,0,0,0,0,0,0,0,33.33,0,-0.197167277,3,1.386294361,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,17,adult,NA,9,0,0,0,0,0,0,5,20,0,0.092223446,20,3.044522438,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,18,child,9,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,19,adult,NA,10,0,0,0,0,15.38,0,0,23.08,0,0.2037911,13,2.63905733,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,20,child,10,NA,0,0,0,0,0,0,20,20,0,0.500758718,5,1.791759469,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,21,adult,NA,11,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,22,child,11,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,23,adult,NA,12,12.5,0,1,0,0,12.5,0,25,0,-0.391076914,8,2.197224577,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,24,child,12,NA,0,0,0,0,0,0,0,16.67,0,-0.005680638,6,1.945910149,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,25,adult,NA,13,0,0,0,0,0,0,0,20,0,-0.043954978,5,1.791759469,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,26,child,13,NA,0,0,0,0,0,0,0,20,0,-0.043954978,5,1.791759469,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",1
6102,27,adult,NA,14,0,0,0,0,0,0,0,33.33,0,-0.197167277,3,1.386294361,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,28,child,14,NA,0,0,0,0,0,0,0,0,0,0.185920939,4,1.609437912,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,29,adult,NA,15,0,0,0,0,0,0,0,33.33,0,-0.197167277,3,1.386294361,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,30,child,15,NA,5.56,0,1,0,0,5.56,0,22.22,0,-0.19830884,18,2.944438979,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",1
6102,31,adult,NA,16,0,0,0,0,0,0,12.5,25,0,0.239022103,8,2.197224577,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,32,child,16,NA,0,0,0,0,0,0,14.29,14.29,0,0.410872532,7,2.079441542,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,33,adult,NA,17,0,0,0,0,0,0,14.29,28.57,14.29,-0.316266563,7,2.079441542,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,34,child,17,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,35,adult,NA,18,100,0,1,0,0,0,0,0,0,0.185920939,1,0.693147181,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,36,child,18,NA,18.18,0,1,0,0,9.09,0,9.09,0,-0.129193296,11,2.48490665,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,37,adult,NA,19,100,0,1,0,0,0,0,0,0,0.185920939,1,0.693147181,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,38,child,19,NA,0,0,0,0,20,0,20,0,0,1.098836156,10,2.397895273,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,39,adult,NA,20,0,0,0,0,1.96,3.92,3.92,17.65,3.92,-0.119375069,51,3.951243719,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,40,child,20,NA,33.33,0,1,0,0,0,0,33.33,0,-0.197167277,3,1.386294361,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,41,adult,NA,21,0,0,0,0,7.41,3.7,7.41,18.52,0,0.225553652,27,3.33220451,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,42,child,21,NA,33.33,0,1,0,0,0,0,33.33,0,-0.197167277,3,1.386294361,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,43,adult,NA,22,0,0,0,0,25,0,0,0,0,0.646172839,4,1.609437912,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,44,child,22,NA,20,0,1,0,0,0,0,20,0,-0.043954978,5,1.791759469,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",1
6102,45,adult,NA,23,0,0,0,0,18.18,0,0,0,0,0.520616121,11,2.48490665,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,46,child,23,NA,12.5,0,1,0,0,0,12.5,12.5,0,0.382694551,8,2.197224577,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,47,adult,NA,24,100,0,1,0,0,0,0,0,0,0.185920939,1,0.693147181,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,48,child,24,NA,0,0,0,0,0,0,15.79,10.53,0,0.494942732,19,2.995732274,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,49,adult,NA,25,0,0,0,0,0,33.33,0,33.33,0,-0.969497922,3,1.386294361,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,50,child,25,NA,0,0,0,0,0,0,0,0,0,0.185920939,3,1.386294361,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,51,adult,NA,26,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,52,child,26,NA,0,0,0,0,15.38,0,15.38,15.38,0,0.71117816,13,2.63905733,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,53,adult,NA,27,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,54,child,27,NA,4,0,1,0,0,0,8,16,0,0.219905684,25,3.258096538,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,55,adult,NA,28,11.11,0,1,0,0,0,0,33.33,0,-0.197167277,9,2.302585093,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,56,child,28,NA,0,0,0,0,0,0,0,0,0,0.185920939,3,1.386294361,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,57,adult,NA,29,50,0,1,0,0,0,0,0,0,0.185920939,2,1.098612289,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,58,child,29,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,59,adult,NA,30,0,0,0,0,0,0,0,33.33,11.11,-0.634887042,9,2.302585093,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,60,child,30,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,61,adult,NA,31,0,0,0,0,0,0,0,0,0,0.185920939,4,1.609437912,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,62,child,31,NA,0,0,0,0,0,16.67,0,16.67,0,-0.391961821,6,1.945910149,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,63,adult,NA,32,0,0,0,0,0,0,0,25,0,-0.101423957,4,1.609437912,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,64,child,32,NA,25,0,1,0,25,12.5,12.5,12.5,0,0.553293494,8,2.197224577,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,65,adult,NA,33,14.29,0,1,0,0,0,0,14.29,0,0.021674596,7,2.079441542,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,66,child,33,NA,0,0,0,0,0,0,0,22.22,0,-0.069471205,9,2.302585093,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,67,adult,NA,34,0,0,0,0,0,0,8.33,33.33,0,0.029705978,12,2.564949357,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",1
6102,68,child,34,NA,0,0,0,0,16.67,0,8.33,25,0,0.432345264,12,2.564949357,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,69,adult,NA,35,0,0,0,0,0,0,0,50,16.67,-1.045545494,6,1.945910149,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,70,child,35,NA,0,0,0,0,0,0,0,0,0,0.185920939,4,1.609437912,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,71,adult,NA,36,0,0,0,0,20,20,0,0,0,0.090677728,5,1.791759469,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6102,72,child,36,NA,0,0,0,0,28.57,14.29,14.29,0,0,0.769963486,7,2.079441542,6,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6103,1,adult,NA,1,25,0,1,0,25,0,0,0,0,0.646172839,8,2.197224577,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6103,2,child,1,NA,0,0,0,0,0,0,12.5,25,0,0.239022103,8,2.197224577,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6103,3,adult,NA,2,0,0,0,0,6.25,0,6.25,12.5,6.25,0.081292504,16,2.833213344,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6103,4,child,2,NA,0,0,0,0,0,0,0,0,0,0.185920939,4,1.609437912,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6103,5,adult,NA,3,100,0,1,0,0,0,0,0,0,0.185920939,1,0.693147181,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6103,6,child,3,NA,0,0,0,0,25,0,0,0,0,0.646172839,4,1.609437912,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6103,7,adult,NA,4,100,0,1,0,0,0,0,0,0,0.185920939,1,0.693147181,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6103,8,child,4,NA,0,0,0,0,0,0,25,0,0,0.866813059,4,1.609437912,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",1
6103,9,adult,NA,5,20,0,1,0,20,0,0,20,0,0.324246542,5,1.791759469,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6103,10,child,5,NA,9.09,0,1,0,9.09,0,18.18,0,0,0.84841328,11,2.48490665,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6103,11,adult,NA,6,33.33,0,1,0,0,0,0,66.67,0,-0.580370431,3,1.386294361,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6103,12,child,6,NA,8.33,0,1,0,0,25,0,16.67,0,-0.584986552,12,2.564949357,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6103,13,adult,NA,7,10,0,1,0,0,0,10,20,0,0.22840187,10,2.397895273,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6103,14,child,7,NA,0,14.29,0,1,14.29,14.29,0,28.57,0,-0.210508083,7,2.079441542,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6103,15,adult,NA,8,10,0,1,0,0,0,0,20,0,-0.043954978,10,2.397895273,9,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
